gameId,characterNum,bestWeapon,routeId,mmrBefore,mmrGain,gameRank,equipment
65597010,11,16,2990,0,0,7,"{""0"": 102407, ""1"": 202423, ""2"": 201304, ""3"": 203406, ""4"": 204417}"
65597010,22,3,16294,0,0,6,"{""0"": 108404, ""1"": 202517, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65597010,71,14,7807,0,0,6,"{""0"": 105407, ""1"": 202423, ""2"": 201419, ""3"": 205308, ""4"": 204417}"
65597010,65,16,10311,0,0,6,"{""0"": 102409, ""1"": 202420, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65597010,33,1,355,0,0,2,"{""0"": 110702, ""1"": 202518, ""2"": 201423, ""3"": 205406, ""4"": 204512}"
65597010,16,9,14182,0,0,2,"{""0"": 116702, ""1"": 202503, ""2"": 201526, ""3"": 205505, ""4"": 204410}"
65597010,90,11,0,0,0,4,"{""0"": 118505, ""1"": 202503, ""2"": 201413, ""3"": 205505, ""4"": 204419}"
65597010,86,1,0,0,0,1,"{""0"": 110412, ""1"": 202530, ""2"": 201535, ""3"": 203503, ""4"": 204508}"
65597010,72,11,3959,0,0,4,"{""0"": 118502, ""1"": 202418, ""2"": 201518, ""3"": 205501, ""4"": 204507}"
65597010,88,3,6942,0,0,4,"{""0"": 108505, ""1"": 202423, ""2"": 201406, ""3"": 203404, ""4"": 204418}"
65597010,3,21,10841,0,0,1,"{""0"": 120504, ""1"": 202502, ""2"": 201526, ""3"": 205406, ""4"": 204501}"
65597010,75,22,1723,0,0,2,"{""0"": 121503, ""1"": 202502, ""2"": 201503, ""3"": 203510, ""4"": 204505}"
65597010,89,9,0,0,0,1,"{""0"": 116702, ""1"": 202514, ""2"": 201520, ""3"": 205505, ""4"": 204505}"
65596566,77,24,2757,0,0,2,"{""0"": 130401, ""1"": 202307, ""2"": 201503, ""3"": 203510, ""4"": 204406}"
65596566,63,15,10197,0,0,2,"{""0"": 101407, ""1"": 202512, ""2"": 201304, ""3"": 205308, ""4"": 204514}"
65596566,67,14,3687,0,0,5,"{""0"": 105404, ""1"": 202518, ""2"": 201526, ""3"": 205406, ""4"": 204406}"
65596566,73,24,9393,0,0,5,"{""0"": 130504, ""1"": 202404, ""2"": 201519, ""3"": 205502, ""4"": 204406}"
65596566,33,1,355,0,0,4,"{""0"": 110504, ""1"": 202518, ""2"": 201423, ""3"": 205406, ""4"": 204512}"
65596566,87,24,1962,0,0,4,"{""0"": 130504, ""1"": 202503, ""2"": 201409, ""3"": 203515, ""4"": 204410}"
65596566,14,21,23039,0,0,2,"{""0"": 120501, ""1"": 202104, ""2"": 201503, ""3"": 205406, ""4"": 204410}"
65596566,8,22,2801,0,0,5,"{""0"": 121504, ""1"": 202418, ""2"": 201521, ""3"": 205501, ""4"": 204408}"
65596566,2,9,4462,0,0,3,"{""0"": 116406, ""1"": 202511, ""2"": 201503, ""3"": 203501, ""4"": 204410}"
65596566,62,11,303,0,0,3,"{""0"": 118505, ""1"": 202503, ""2"": 201505, ""3"": 203506, ""4"": 204411}"
65596566,23,18,5569,0,0,3,"{""0"": 103505, ""1"": 202503, ""2"": 201413, ""3"": 203504, ""4"": 204419}"
65596566,82,21,2711,0,0,1,"{""0"": 120405, ""1"": 202505, ""2"": 201527, ""3"": 203509, ""4"": 204514}"
65596566,53,14,2973,0,0,1,"{""0"": 105408, ""1"": 202407, ""2"": 201537, ""3"": 705607, ""4"": 204303}"
65596566,81,9,13851,0,0,1,"{""0"": 116503, ""1"": 202508, ""2"": 201526, ""3"": 203512, ""4"": 204410}"
65596566,53,14,8944,0,0,6,"{""0"": 105403, ""1"": 202410, ""2"": 201406, ""3"": 205309, ""4"": 204303}"
65596566,16,9,14182,0,0,6,"{""0"": 116403, ""1"": 202503, ""2"": 201507, ""3"": 205505, ""4"": 204410}"
65596566,54,8,266,0,0,6,"{""0"": 115406, ""1"": 202418, ""2"": 201505, ""3"": 203506, ""4"": 204509}"
65596566,31,7,0,0,0,4,"{""0"": 114701, ""1"": 202523, ""2"": 201518, ""3"": 205501, ""4"": 204416}"
65596566,18,15,0,0,0,7,"{""0"": 101402, ""1"": 202501, ""2"": 201526, ""3"": 203410, ""4"": 204419}"
65596566,48,3,524,0,0,7,"{""0"": 108506, ""1"": 202412, ""2"": 201503, ""3"": 203306, ""4"": 204406}"
65596566,28,3,9356,0,0,7,"{""0"": 104408, ""1"": 202419, ""2"": 201526, ""3"": 203410, ""4"": 204419}"
65596090,77,24,7162,0,0,2,"{""0"": 130504, ""1"": 202514, ""2"": 201503, ""3"": 203501, ""4"": 204414}"
65596090,70,6,9394,0,0,4,"{""0"": 113502, ""1"": 202523, ""2"": 201404, ""3"": 203415, ""4"": 204418}"
65596090,11,16,2990,0,0,4,"{""0"": 102412, ""1"": 202423, ""2"": 201304, ""3"": 203406, ""4"": 204506}"
65596090,73,24,4109,0,0,4,"{""0"": 130503, ""1"": 202501, ""2"": 201508, ""3"": 705604, ""4"": 204506}"
65596090,22,3,16294,0,0,6,"{""0"": 108404, ""1"": 202517, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65596090,42,24,12496,0,0,6,"{""0"": 130405, ""1"": 202419, ""2"": 201409, ""3"": 203410, ""4"": 204419}"
65596090,65,16,10311,0,0,6,"{""0"": 102409, ""1"": 202420, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65596090,31,7,5212,0,0,7,"{""0"": 114504, ""1"": 202418, ""2"": 201404, ""3"": 203405, ""4"": 204416}"
65596090,65,16,10311,0,0,7,"{""0"": 102409, ""1"": 202420, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65596090,22,3,16294,0,0,7,"{""0"": 108404, ""1"": 202517, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65596090,67,14,3687,0,0,5,"{""0"": 105407, ""1"": 202104, ""2"": 201409, ""3"": 205406, ""4"": 204406}"
65596090,15,5,11328,0,0,5,"{""0"": 112302, ""1"": 202511, ""2"": 201420, ""3"": 205201, ""4"": 204410}"
65596090,71,14,7807,0,0,5,"{""0"": 105407, ""1"": 202423, ""2"": 701451, ""3"": 205308, ""4"": 204417}"
65596090,80,19,3794,0,0,1,"{""0"": 107501, ""1"": 202515, ""2"": 201411, ""3"": 705614, ""4"": 204414}"
65596090,33,1,355,0,0,3,"{""0"": 110504, ""1"": 202518, ""2"": 201423, ""3"": 205406, ""4"": 204501}"
65596090,11,16,22968,0,0,3,"{""0"": 102504, ""1"": 202512, ""2"": 202528, ""3"": 203514, ""4"": 204509}"
65596090,11,18,26237,0,0,2,"{""0"": 103506, ""1"": 202524, ""2"": 201524, ""3"": 203508, ""4"": 204408}"
65596090,78,16,8263,0,0,1,"{""0"": 102504, ""1"": 202505, ""2"": 201535, ""3"": 205407, ""4"": 204501}"
65596090,4,13,2153,0,0,2,"{""0"": 104402, ""1"": 202531, ""2"": 201528, ""3"": 705603, ""4"": 204409}"
65596090,31,7,5212,0,0,3,"{""0"": 114401, ""1"": 202523, ""2"": 201518, ""3"": 205501, ""4"": 204502}"
65596090,87,24,1962,0,0,1,"{""0"": 130701, ""1"": 202503, ""2"": 201519, ""3"": 203512, ""4"": 204513}"
65559751,18,15,26948,6937,-16,4,"{""0"": 101501, ""1"": 202501, ""2"": 201526, ""3"": 205507, ""4"": 204410}"
65559751,33,1,355,7069,112,2,"{""0"": 110504, ""1"": 202518, ""2"": 201411, ""3"": 705619, ""4"": 204501}"
65559751,75,22,0,6183,79,1,"{""0"": 121503, ""1"": 202511, ""2"": 201519, ""3"": 203510, ""4"": 204505}"
65559751,28,3,3073,6221,-33,6,"{""0"": 104405, ""1"": 202503, ""2"": 201409, ""3"": 203410, ""4"": 204406}"
65559751,31,7,5212,7908,67,1,"{""0"": 114701, ""1"": 202523, ""2"": 201518, ""3"": 205501, ""4"": 204502}"
65559751,65,16,0,7233,-49,7,"{""0"": 102407, ""1"": 202423, ""2"": 201406, ""3"": 205309, ""4"": 204403}"
65559751,28,3,0,6038,131,2,"{""0"": 104405, ""1"": 202503, ""2"": 201520, ""3"": 203515, ""4"": 204505}"
65559751,67,14,3687,6856,28,3,"{""0"": 105503, ""1"": 202104, ""2"": 201526, ""3"": 205406, ""4"": 204406}"
65559751,23,18,5569,6515,-47,7,"{""0"": 103404, ""1"": 202412, ""2"": 201413, ""3"": 203410, ""4"": 204419}"
65559751,21,9,0,7370,-38,6,"{""0"": 116407, ""1"": 202510, ""2"": 201518, ""3"": 203502, ""4"": 204507}"
65559751,80,19,3970,6960,28,3,"{""0"": 107501, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65559751,25,11,88,7635,-102,7,"{""0"": 118403, ""1"": 202418, ""2"": 201404, ""3"": 205408, ""4"": 204416}"
65559751,76,3,1699,7859,-42,6,"{""0"": 108501, ""1"": 202522, ""2"": 201412, ""3"": 205404, ""4"": 204401}"
65559751,74,3,149,7467,-13,5,"{""0"": 108502, ""1"": 202421, ""2"": 201501, ""3"": 203406, ""4"": 204403}"
65559751,55,14,0,7634,-20,4,"{""0"": 105503, ""1"": 202503, ""2"": 201507, ""3"": 205406, ""4"": 204406}"
65559751,13,19,0,7297,72,1,"{""0"": 107502, ""1"": 202503, ""2"": 201533, ""3"": 203510, ""4"": 204405}"
65559751,66,24,0,6970,-11,5,"{""0"": 130402, ""1"": 202526, ""2"": 705620, ""3"": 203410, ""4"": 204406}"
65559751,54,8,6143,8309,105,2,"{""0"": 115405, ""1"": 202503, ""2"": 201505, ""3"": 203413, ""4"": 204509}"
65559751,66,24,499,7539,26,3,"{""0"": 130405, ""1"": 202526, ""2"": 705620, ""3"": 203501, ""4"": 204410}"
65559751,82,21,0,6765,-16,4,"{""0"": 120405, ""1"": 202505, ""2"": 201530, ""3"": 203408, ""4"": 204413}"
65559751,65,16,0,6919,-11,5,"{""0"": 102406, ""1"": 202505, ""2"": 201304, ""3"": 205304, ""4"": 204503}"
65559497,1,16,0,6360,-51,8,"{""0"": 102411, ""1"": 202420, ""2"": 201406, ""3"": 203415, ""4"": 204418}"
65559497,52,24,4206,6023,-12,4,"{""0"": 130404, ""1"": 202511, ""2"": 201503, ""3"": 205508, ""4"": 204410}"
65559497,1,18,6854,8236,-26,4,"{""0"": 103402, ""1"": 202505, ""2"": 201417, ""3"": 203408, ""4"": 204507}"
65559497,28,3,0,6075,-37,7,"{""0"": 108501, ""1"": 202503, ""2"": 201405, ""3"": 203306, ""4"": 204419}"
65559497,19,24,0,6772,60,3,"{""0"": 130504, ""1"": 202503, ""2"": 201409, ""3"": 203512, ""4"": 204406}"
65559497,55,14,14106,5904,112,1,"{""0"": 105503, ""1"": 202503, ""2"": 201533, ""3"": 205505, ""4"": 204410}"
65559497,55,14,0,6661,-42,6,"{""0"": 105402, ""1"": 202531, ""2"": 201531, ""3"": 205405, ""4"": 204412}"
65559497,62,11,303,6454,-27,5,"{""0"": 118505, ""1"": 202503, ""2"": 201505, ""3"": 203506, ""4"": 204411}"
65559497,31,7,975,8606,-55,6,"{""0"": 114401, ""1"": 202509, ""2"": 201518, ""3"": 205501, ""4"": 204418}"
65559497,77,24,5526,5866,-38,6,"{""0"": 130401, ""1"": 202307, ""2"": 201526, ""3"": 203410, ""4"": 204406}"
65559497,63,15,0,6480,98,1,"{""0"": 101502, ""1"": 202512, ""2"": 201535, ""3"": 205401, ""4"": 204507}"
65559497,90,11,35518,6670,33,2,"{""0"": 118504, ""1"": 202503, ""2"": 201411, ""3"": 203515, ""4"": 204410}"
65559497,37,15,2621,7273,-29,5,"{""0"": 101407, ""1"": 202515, ""2"": 201418, ""3"": 203414, ""4"": 204504}"
65559497,89,9,1176,6766,-18,4,"{""0"": 116409, ""1"": 202514, ""2"": 201520, ""3"": 203510, ""4"": 204410}"
65559497,77,24,1939,7905,-46,7,"{""0"": 130401, ""1"": 202514, ""2"": 201409, ""3"": 203403, ""4"": 204415}"
65559497,79,8,8007,6782,-54,8,"{""0"": 115406, ""1"": 202404, ""2"": 201410, ""3"": 205201, ""4"": 204406}"
65559497,53,14,2973,7692,-58,8,"{""0"": 105403, ""1"": 202410, ""2"": 201406, ""3"": 705607, ""4"": 204303}"
65559497,67,14,3687,5912,73,3,"{""0"": 105503, ""1"": 202502, ""2"": 201526, ""3"": 205406, ""4"": 204406}"
65559497,33,1,6050,7021,-29,5,"{""0"": 110408, ""1"": 202518, ""2"": 201422, ""3"": 205406, ""4"": 204419}"
65559497,28,13,0,8294,52,3,"{""0"": 104404, ""1"": 202503, ""2"": 201405, ""3"": 205406, ""4"": 204406}"
65559497,31,7,35257,7223,31,2,"{""0"": 114502, ""1"": 201534, ""2"": 201518, ""3"": 205501, ""4"": 204507}"
65559497,72,11,0,8596,87,1,"{""0"": 118701, ""1"": 202523, ""2"": 202528, ""3"": 205501, ""4"": 204502}"
65559497,53,14,2973,6953,32,2,"{""0"": 105408, ""1"": 202407, ""2"": 201537, ""3"": 705607, ""4"": 204409}"
65559497,82,21,0,6805,-40,7,"{""0"": 120403, ""1"": 202505, ""2"": 201404, ""3"": 203408, ""4"": 204417}"
65595415,52,24,0,6459,1,5,"{""0"": 130401, ""1"": 202511, ""2"": 201503, ""3"": 203410, ""4"": 204505}"
65595415,65,16,0,7157,-1,5,"{""0"": 102409, ""1"": 202423, ""2"": 201524, ""3"": 205306, ""4"": 204403}"
65595415,27,16,14777,6645,-23,6,"{""0"": 102405, ""1"": 202513, ""2"": 201509, ""3"": 203513, ""4"": 204417}"
65595415,16,9,14182,6322,173,1,"{""0"": 116702, ""1"": 202503, ""2"": 201507, ""3"": 205505, ""4"": 204410}"
65595415,89,9,8431,8488,-4,3,"{""0"": 116503, ""1"": 202501, ""2"": 201526, ""3"": 203510, ""4"": 204405}"
65595415,72,11,3959,7090,-16,4,"{""0"": 118502, ""1"": 202510, ""2"": 201421, ""3"": 205501, ""4"": 204507}"
65595415,80,19,3970,6894,0,5,"{""0"": 107403, ""1"": 202515, ""2"": 201414, ""3"": 705614, ""4"": 204414}"
65595415,90,11,0,6782,-15,4,"{""0"": 118505, ""1"": 202508, ""2"": 201503, ""3"": 205505, ""4"": 204513}"
65595415,64,24,16782,6984,-50,7,"{""0"": 130401, ""1"": 202412, ""2"": 201409, ""3"": 203410, ""4"": 204419}"
65595415,79,8,41406,8170,106,1,"{""0"": 115504, ""1"": 202209, ""2"": 201503, ""3"": 203510, ""4"": 204414}"
65595415,21,9,37839,7803,-28,6,"{""0"": 116410, ""1"": 202405, ""2"": 201501, ""3"": 203502, ""4"": 204408}"
65595415,46,16,0,6657,-49,7,"{""0"": 102406, ""1"": 202413, ""2"": 201418, ""3"": 203407, ""4"": 204402}"
65595415,42,24,4284,6852,-50,7,"{""0"": 130401, ""1"": 202419, ""2"": 201413, ""3"": 203410, ""4"": 204415}"
65595415,74,3,0,6571,-14,4,"{""0"": 108404, ""1"": 202421, ""2"": 201537, ""3"": 205306, ""4"": 204416}"
65595415,1,14,46810,6933,62,2,"{""0"": 105502, ""1"": 202515, ""2"": 201521, ""3"": 705614, ""4"": 204508}"
65595415,17,5,28528,6236,69,2,"{""0"": 112702, ""1"": 202511, ""2"": 201503, ""3"": 205507, ""4"": 204513}"
65595415,53,14,2973,6170,123,1,"{""0"": 105408, ""1"": 202407, ""2"": 201537, ""3"": 203516, ""4"": 204409}"
65595415,80,19,3794,6212,-21,6,"{""0"": 107403, ""1"": 202515, ""2"": 201414, ""3"": 705614, ""4"": 204414}"
65595415,65,16,28316,6290,10,3,"{""0"": 102409, ""1"": 202517, ""2"": 201501, ""3"": 203516, ""4"": 204403}"
65595415,79,8,0,5859,14,3,"{""0"": 115504, ""1"": 202501, ""2"": 201503, ""3"": 203510, ""4"": 204414}"
65595415,50,21,0,7174,61,2,"{""0"": 120504, ""1"": 202416, ""2"": 201528, ""3"": 705601, ""4"": 204413}"
65552691,64,24,103,0,0,6,"{""0"": 130501, ""1"": 202419, ""2"": 201420, ""3"": 203410, ""4"": 204406}"
65552691,65,16,10311,0,0,6,"{""0"": 102409, ""1"": 202420, ""2"": 201523, ""3"": 205308, ""4"": 204403}"
65552691,19,6,24113,0,0,6,"{""0"": 130405, ""1"": 202419, ""2"": 201410, ""3"": 203306, ""4"": 204419}"
65552691,70,6,9394,0,0,7,"{""0"": 113502, ""1"": 202420, ""2"": 201404, ""3"": 203415, ""4"": 204418}"
65552691,28,3,333,0,0,7,"{""0"": 104405, ""1"": 202419, ""2"": 201422, ""3"": 203410, ""4"": 204419}"
65552691,71,14,7807,0,0,7,"{""0"": 105407, ""1"": 202423, ""2"": 201419, ""3"": 205308, ""4"": 204417}"
65552691,88,3,0,0,0,2,"{""0"": 104407, ""1"": 202521, ""2"": 201415, ""3"": 203405, ""4"": 204418}"
65552691,32,5,19925,0,0,1,"{""0"": 112701, ""1"": 201534, ""2"": 201518, ""3"": 205305, ""4"": 204507}"
65552691,75,22,0,0,0,5,"{""0"": 121503, ""1"": 202412, ""2"": 201420, ""3"": 203510, ""4"": 204505}"
65552691,34,23,9171,0,0,3,"{""0"": 122504, ""1"": 202503, ""2"": 205503, ""3"": 203510, ""4"": 204406}"
65552691,35,1,0,0,0,5,"{""0"": 110410, ""1"": 202422, ""2"": 201524, ""3"": 205306, ""4"": 204412}"
65552691,81,9,0,0,0,4,"{""0"": 116404, ""1"": 202404, ""2"": 201503, ""3"": 203306, ""4"": 204406}"
65552691,29,1,0,0,0,1,"{""0"": 110502, ""1"": 202501, ""2"": 201701, ""3"": 203413, ""4"": 204405}"
65552691,1,14,16109,0,0,2,"{""0"": 105407, ""1"": 202407, ""2"": 201532, ""3"": 705601, ""4"": 204417}"
65552691,26,9,7879,0,0,4,"{""0"": 116409, ""1"": 202526, ""2"": 201410, ""3"": 203410, ""4"": 204410}"
65552691,44,25,8459,0,0,5,"{""0"": 131507, ""1"": 202515, ""2"": 201418, ""3"": 203407, ""4"": 204304}"
65552691,9,9,47504,0,0,2,"{""0"": 116404, ""1"": 202404, ""2"": 705620, ""3"": 203501, ""4"": 204513}"
65552691,78,16,1023,0,0,3,"{""0"": 102504, ""1"": 202505, ""2"": 201509, ""3"": 205304, ""4"": 204502}"
65552691,88,3,4808,0,0,3,"{""0"": 108502, ""1"": 202527, ""2"": 201403, ""3"": 203508, ""4"": 204412}"
65552691,64,24,514,0,0,1,"{""0"": 130501, ""1"": 202503, ""2"": 201526, ""3"": 203507, ""4"": 204505}"
65552691,11,16,2990,0,0,4,"{""0"": 102407, ""1"": 202524, ""2"": 201304, ""3"": 203406, ""4"": 204417}"
65506145,45,4,0,0,0,5,"{""0"": 109405, ""1"": 202417, ""2"": 201407, ""3"": 705601, ""4"": 204401}"
65506145,22,3,16294,0,0,7,"{""0"": 108404, ""1"": 202422, ""2"": 201419, ""3"": 205308, ""4"": 204403}"
65506145,76,3,1911,0,0,7,"{""0"": 104405, ""1"": 202417, ""2"": 201413, ""3"": 203402, ""4"": 204401}"
65506145,31,7,5212,0,0,7,"{""0"": 114504, ""1"": 202418, ""2"": 201404, ""3"": 203405, ""4"": 204416}"
65506145,42,24,12496,0,0,3,"{""0"": 130405, ""1"": 202419, ""2"": 201409, ""3"": 705608, ""4"": 204419}"
65506145,72,11,3959,0,0,3,"{""0"": 118404, ""1"": 202510, ""2"": 201521, ""3"": 203405, ""4"": 204416}"
65506145,76,3,1911,0,0,3,"{""0"": 104405, ""1"": 202417, ""2"": 201508, ""3"": 203402, ""4"": 204506}"
65506145,18,15,2792,0,0,6,"{""0"": 101501, ""1"": 202404, ""2"": 201409, ""3"": 203306, ""4"": 204406}"
65506145,31,7,5212,0,0,6,"{""0"": 114504, ""1"": 202418, ""2"": 201404, ""3"": 203405, ""4"": 204416}"
65506145,22,3,16294,0,0,6,"{""0"": 108404, ""1"": 202517, ""2"": 201419, ""3"": 205308, ""4"": 204508}"
65506145,53,14,2973,0,0,4,"{""0"": 105403, ""1"": 202517, ""2"": 201406, ""3"": 205309, ""4"": 204303}"
65506145,72,11,3959,0,0,4,"{""0"": 118404, ""1"": 202510, ""2"": 201421, ""3"": 203405, ""4"": 204416}"
65506145,28,3,333,0,0,4,"{""0"": 104405, ""1"": 202419, ""2"": 201504, ""3"": 203512, ""4"": 204503}"
65506145,32,5,19925,0,0,1,"{""0"": 112404, ""1"": 202523, ""2"": 201518, ""3"": 205305, ""4"": 204507}"
65506145,42,24,12496,0,0,5,"{""0"": 130401, ""1"": 202501, ""2"": 201503, ""3"": 205504, ""4"": 204410}"
65506145,32,5,4717,0,0,2,"{""0"": 112406, ""1"": 202523, ""2"": 201518, ""3"": 205305, ""4"": 204507}"
65506145,27,9,43645,0,0,2,"{""0"": 116405, ""1"": 202522, ""2"": 201411, ""3"": 203513, ""4"": 204508}"
65506145,29,1,0,0,0,2,"{""0"": 110502, ""1"": 202510, ""2"": 201505, ""3"": 203413, ""4"": 204410}"
65506145,16,9,14182,0,0,1,"{""0"": 116403, ""1"": 202503, ""2"": 201507, ""3"": 205505, ""4"": 204410}"
65506145,33,1,33722,0,0,5,"{""0"": 110406, ""1"": 202104, ""2"": 201423, ""3"": 705619, ""4"": 204419}"
65506145,42,24,4284,0,0,1,"{""0"": 130405, ""1"": 202526, ""2"": 201503, ""3"": 205504, ""4"": 204405}"
65421447,18,15,26948,6897,-30,6,"{""0"": 101408, ""1"": 202419, ""2"": 201526, ""3"": 203410, ""4"": 204419}"
65421447,89,9,8431,7042,0,3,"{""0"": 116502, ""1"": 202501, ""2"": 201526, ""3"": 203510, ""4"": 204513}"
65421447,29,1,2273,6615,18,2,"{""0"": 110502, ""1"": 202412, ""2"": 201505, ""3"": 203413, ""4"": 204419}"
65421447,71,14,0,5794,-36,7,"{""0"": 105405, ""1"": 202423, ""2"": 201304, ""3"": 203406, ""4"": 204402}"
65421447,21,9,4210,6169,11,3,"{""0"": 116410, ""1"": 202529, ""2"": 202528, ""3"": 203502, ""4"": 204507}"
65421447,22,3,34941,6343,-8,5,"{""0"": 108404, ""1"": 202517, ""2"": 201537, ""3"": 205309, ""4"": 204304}"
65421447,65,16,10311,6796,6,3,"{""0"": 102504, ""1"": 202524, ""2"": 201501, ""3"": 203404, ""4"": 204502}"
65421447,82,21,2711,6192,8,4,"{""0"": 120701, ""1"": 202505, ""2"": 201527, ""3"": 203408, ""4"": 204417}"
65421447,77,24,7162,6934,3,4,"{""0"": 130504, ""1"": 202514, ""2"": 201503, ""3"": 203501, ""4"": 204410}"
65421447,88,3,2410,8363,98,1,"{""0"": 108701, ""1"": 202421, ""2"": 701451, ""3"": 203408, ""4"": 204407}"
65421447,15,6,0,6424,109,1,"{""0"": 113702, ""1"": 202526, ""2"": 201503, ""3"": 205508, ""4"": 204405}"
65421447,40,6,0,6132,-8,5,"{""0"": 113501, ""1"": 202523, ""2"": 201521, ""3"": 203415, ""4"": 204418}"
65421447,79,8,41406,8199,-19,5,"{""0"": 115504, ""1"": 202501, ""2"": 201503, ""3"": 205201, ""4"": 204419}"
65421447,71,14,6468,6952,-30,6,"{""0"": 105405, ""1"": 202524, ""2"": 201304, ""3"": 205308, ""4"": 204417}"
65421447,37,15,0,6863,17,2,"{""0"": 101407, ""1"": 202515, ""2"": 201530, ""3"": 203511, ""4"": 204508}"
65421447,88,3,0,8431,-52,7,"{""0"": 108404, ""1"": 202422, ""2"": 201531, ""3"": 205309, ""4"": 204416}"
65421447,58,10,1231,7710,2,3,"{""0"": 117505, ""1"": 202502, ""2"": 201533, ""3"": 203510, ""4"": 204513}"
65421447,66,24,0,6633,-29,6,"{""0"": 130402, ""1"": 202526, ""2"": 201409, ""3"": 203410, ""4"": 204406}"
65421447,88,3,4808,7350,1,4,"{""0"": 108404, ""1"": 202507, ""2"": 201403, ""3"": 203508, ""4"": 204412}"
65421447,65,16,0,5814,125,1,"{""0"": 102504, ""1"": 202512, ""2"": 201530, ""3"": 205401, ""4"": 204514}"
65421447,82,21,0,6381,-39,7,"{""0"": 120403, ""1"": 202420, ""2"": 201404, ""3"": 205304, ""4"": 204417}"
65420967,89,9,8431,7116,-23,6,"{""0"": 116406, ""1"": 202501, ""2"": 201526, ""3"": 203506, ""4"": 204419}"
65420967,65,16,0,5995,-26,4,"{""0"": 102409, ""1"": 202423, ""2"": 201524, ""3"": 205306, ""4"": 204403}"
65420967,44,25,0,6279,-28,4,"{""0"": 131403, ""1"": 202515, ""2"": 201408, ""3"": 705614, ""4"": 204414}"
65420967,33,1,3067,6780,16,2,"{""0"": 110504, ""1"": 202518, ""2"": 201422, ""3"": 205406, ""4"": 204501}"
65420967,23,18,7549,6068,124,1,"{""0"": 103702, ""1"": 202503, ""2"": 201411, ""3"": 205505, ""4"": 204511}"
65420967,6,8,23470,8256,107,1,"{""0"": 115501, ""1"": 202504, ""2"": 201502, ""3"": 203502, ""4"": 204504}"
65420967,84,18,8261,8969,-19,5,"{""0"": 103503, ""1"": 202505, ""2"": 201418, ""3"": 203407, ""4"": 204507}"
65420967,25,11,41,7303,-54,7,"{""0"": 118403, ""1"": 202420, ""2"": 201421, ""3"": 203405, ""4"": 204408}"
65420967,15,6,0,6494,-21,6,"{""0"": 113409, ""1"": 202511, ""2"": 201503, ""3"": 203410, ""4"": 204406}"
65420967,75,22,717,7785,31,3,"{""0"": 121503, ""1"": 202209, ""2"": 201519, ""3"": 203510, ""4"": 204505}"
65420967,40,6,0,6113,19,2,"{""0"": 113501, ""1"": 202523, ""2"": 201521, ""3"": 205305, ""4"": 204504}"
65420967,79,8,41406,8191,8,2,"{""0"": 115504, ""1"": 202209, ""2"": 201503, ""3"": 205507, ""4"": 204414}"
65420967,71,14,6468,7416,-24,6,"{""0"": 105405, ""1"": 202524, ""2"": 201304, ""3"": 205308, ""4"": 204417}"
65420967,37,15,0,6748,115,1,"{""0"": 101503, ""1"": 202515, ""2"": 201530, ""3"": 203511, ""4"": 204508}"
65420967,33,1,0,6372,-1,5,"{""0"": 110409, ""1"": 202531, ""2"": 201413, ""3"": 205405, ""4"": 204401}"
65420967,66,24,0,6726,-52,7,"{""0"": 130402, ""1"": 202419, ""2"": 201420, ""3"": 203501, ""4"": 204406}"
65420967,31,7,5212,6046,3,5,"{""0"": 114401, ""1"": 202523, ""2"": 201404, ""3"": 205501, ""4"": 204416}"
65420967,90,11,0,6852,35,3,"{""0"": 118501, ""1"": 202503, ""2"": 201526, ""3"": 203501, ""4"": 204505}"
65420967,60,6,2577,7032,-53,7,"{""0"": 113406, ""1"": 202412, ""2"": 201409, ""3"": 203410, ""4"": 204415}"
65420967,82,21,0,6340,41,3,"{""0"": 120503, ""1"": 202517, ""2"": 201537, ""3"": 205306, ""4"": 204508}"
65420967,46,16,0,9655,-51,4,"{""0"": 102504, ""1"": 202517, ""2"": 201501, ""3"": 705601, ""4"": 204507}"
65427891,70,6,6009,0,0,6,"{""0"": 113502, ""1"": 202405, ""2"": 201417, ""3"": 203415, ""4"": 204418}"
65427891,28,3,333,0,0,6,"{""0"": 104405, ""1"": 202419, ""2"": 201422, ""3"": 203410, ""4"": 204419}"
65427891,53,14,2973,0,0,6,"{""0"": 105403, ""1"": 202517, ""2"": 201406, ""3"": 205309, ""4"": 204303}"
65427891,15,5,11328,0,0,5,"{""0"": 112302, ""1"": 202511, ""2"": 201420, ""3"": 205201, ""4"": 204419}"
65427891,64,24,103,0,0,5,"{""0"": 130501, ""1"": 202419, ""2"": 201420, ""3"": 203512, ""4"": 204406}"
65427891,11,16,2990,0,0,5,"{""0"": 102412, ""1"": 202423, ""2"": 201304, ""3"": 203406, ""4"": 204417}"
65427891,73,24,4109,0,0,7,"{""0"": 130503, ""1"": 202404, ""2"": 201409, ""3"": 203411, ""4"": 204406}"
65427891,67,14,3687,0,0,7,"{""0"": 105404, ""1"": 202104, ""2"": 201409, ""3"": 205405, ""4"": 204406}"
